date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-17,3.68,3.69,3.65,3.63,1352921.75,-0.03,-0.81,3.664,3.65,3.672,1095783.78,1239992.14,1403592.55
2017-03-16,3.66,3.69,3.68,3.65,1383186.62,0.02,0.55,3.66,3.65,3.671,971984.35,1190094.18,1406239.49
2017-03-15,3.65,3.66,3.66,3.64,786185.12,0.0,0.0,3.652,3.649,3.671,954437.17,1157290.92,1421889.52
2017-03-14,3.67,3.68,3.66,3.65,828739.81,-0.01,-0.27,3.648,3.65,3.672,941838.59,1310691.71,1514226.63
2017-03-13,3.63,3.67,3.67,3.62,1127885.62,0.04,1.1,3.644,3.652,3.67,1033053.77,1312307.5,1529000.88
2017-03-10,3.63,3.65,3.63,3.62,733924.56,-0.01,-0.28,3.636,3.654,3.668,1384200.5,1323007.0,1555045.68
2017-03-09,3.63,3.65,3.64,3.62,1295450.75,0.0,0.0,3.64,3.663,3.666,1408204.01,1363274.38,1587808.51
2017-03-08,3.63,3.64,3.64,3.62,723192.19,0.0,0.0,3.646,3.672,3.663,1360144.66,1385005.39,1574994.79
2017-03-07,3.62,3.64,3.64,3.61,1284815.75,0.01,0.28,3.652,3.68,3.658,1679544.82,1429214.71,1577909.39
2017-03-06,3.65,3.66,3.63,3.6,2883619.25,-0.02,-0.55,3.66,3.687,3.653,1591561.22,1529138.79,1568639.58
2017-03-03,3.66,3.66,3.65,3.64,853942.12,-0.02,-0.55,3.672,3.693,3.649,1261813.5,1567192.96,1480324.02
2017-03-02,3.68,3.69,3.67,3.66,1055154.0,0.0,0.0,3.686,3.691,3.644,1318344.75,1622384.8,1473100.98
2017-03-01,3.69,3.71,3.67,3.65,2320193.0,-0.01,-0.27,3.698,3.693,3.64,1409866.13,1686488.13,1497674.44
2017-02-28,3.68,3.7,3.68,3.67,844897.75,-0.01,-0.27,3.708,3.693,3.633,1178884.6,1717761.55,1422726.55
2017-02-27,3.71,3.72,3.69,3.67,1234880.62,-0.03,-0.81,3.714,3.687,3.626,1466716.35,1745694.25,1472003.04
2017-02-24,3.73,3.74,3.72,3.7,1136598.38,-0.01,-0.27,3.714,3.681,3.617,1872572.43,1787084.35,1460375.78
2017-02-23,3.71,3.75,3.73,3.71,1512760.88,0.01,0.27,3.696,3.669,3.607,1926424.85,1812342.64,1441784.4
2017-02-22,3.71,3.72,3.72,3.68,1165285.38,0.01,0.27,3.688,3.653,3.597,1963110.13,1764984.18,1438073.33
2017-02-21,3.7,3.76,3.71,3.69,2284056.5,0.02,0.54,3.678,3.636,3.586,2256638.5,1726604.06,1433942.32
2017-02-20,3.64,3.72,3.69,3.63,3264161.0,0.06,1.65,3.66,3.619,3.576,2024672.15,1608140.37,1370937.42
2017-02-17,3.69,3.69,3.63,3.63,1405860.5,-0.06,-1.63,3.648,3.605,3.566,1701596.27,1393455.07,1396190.33
2017-02-16,3.68,3.7,3.69,3.66,1696187.25,0.02,0.55,3.642,3.597,3.558,1698260.42,1323817.16,1402941.77
2017-02-15,3.62,3.68,3.67,3.61,2632927.25,0.05,1.38,3.618,3.586,3.545,1566858.24,1308860.76,1373874.62
2017-02-14,3.63,3.63,3.62,3.6,1124224.75,-0.01,-0.28,3.594,3.573,3.533,1196569.62,1127691.55,1297058.55
2017-02-13,3.6,3.64,3.63,3.59,1648781.62,0.03,0.83,3.578,3.565,3.523,1191608.6,1198311.84,1298860.77
2017-02-10,3.57,3.6,3.6,3.57,1389181.25,0.03,0.84,3.562,3.553,3.514,1085313.87,1133667.21,1259329.6
2017-02-09,3.54,3.58,3.57,3.54,1039176.31,0.02,0.56,3.552,3.545,3.506,949373.89,1071226.16,1272589.76
2017-02-08,3.53,3.55,3.55,3.51,781484.19,0.01,0.28,3.554,3.54,3.5,1050863.27,1111162.47,1281164.36
2017-02-07,3.55,3.56,3.54,3.52,1099419.62,-0.01,-0.28,3.552,3.536,3.496,1058813.47,1141280.58,1289091.31
2017-02-06,3.55,3.57,3.55,3.54,1117308.0,0.0,0.0,3.552,3.532,3.493,1205015.07,1133734.47,1290964.21
2017-02-03,3.58,3.58,3.55,3.54,709481.31,-0.03,-0.84,3.544,3.527,3.487,1182020.55,1398925.59,1275468.4
2017-01-26,3.54,3.59,3.58,3.53,1546623.25,0.04,1.13,3.538,3.518,3.481,1193078.44,1482066.39,1283138.36
2017-01-25,3.53,3.54,3.54,3.52,821235.19,0.0,0.0,3.526,3.503,3.473,1171461.66,1438888.49,1244102.23
2017-01-24,3.51,3.54,3.54,3.5,1830427.62,0.03,0.85,3.52,3.492,3.466,1223747.68,1466425.56,1241142.84
2017-01-23,3.52,3.52,3.51,3.5,1002335.38,-0.01,-0.28,3.512,3.481,3.461,1062453.86,1399409.7,1208617.14
2017-01-20,3.51,3.52,3.52,3.5,764770.75,0.0,0.0,3.51,3.474,3.457,1615830.64,1384991.98,1200492.06
2017-01-19,3.51,3.55,3.52,3.5,1438539.38,0.01,0.28,3.498,3.466,3.454,1771054.34,1473953.36,1204208.43
2017-01-18,3.5,3.52,3.51,3.49,1082665.25,0.01,0.29,3.48,3.46,3.451,1706315.31,1451166.24,1199048.83
2017-01-17,3.49,3.51,3.5,3.48,1023958.56,0.0,0.0,3.464,3.456,3.446,1709103.44,1436902.05,1232591.02
2017-01-16,3.45,3.53,3.5,3.43,3769219.25,0.04,1.16,3.45,3.453,3.444,1736365.53,1448193.96,1239734.9
2017-01-13,3.42,3.46,3.46,3.42,1540889.25,0.03,0.88,3.438,3.447,3.442,1154153.33,1152011.21,1117009.76
2017-01-12,3.43,3.44,3.43,3.42,1114844.25,0.0,0.0,3.434,3.443,3.443,1176852.38,1084210.33,1162389.04
2017-01-11,3.43,3.45,3.43,3.42,1096605.88,0.0,0.0,3.44,3.442,3.451,1196017.18,1049315.98,1197481.87
2017-01-10,3.44,3.44,3.43,3.42,1160269.0,-0.01,-0.29,3.448,3.44,3.459,1164700.66,1015860.13,1268365.66
2017-01-09,3.43,3.44,3.44,3.42,858158.25,0.0,0.0,3.456,3.441,3.469,1160022.39,1017824.58,1468405.01
2017-01-06,3.46,3.46,3.44,3.42,1654384.5,-0.02,-0.58,3.456,3.44,3.477,1149869.1,1015992.14,1625363.71
2017-01-05,3.48,3.48,3.46,3.45,1210668.25,-0.01,-0.29,3.452,3.441,3.481,991568.29,934463.5,1609188.89
2017-01-04,3.46,3.48,3.47,3.45,940023.31,0.0,0.0,3.444,3.441,3.483,902614.77,946931.42,1609927.11
2017-01-03,3.44,3.48,3.47,3.43,1136877.62,0.03,0.87,3.432,3.436,3.484,867019.6,1028279.99,1656911.93
2016-12-30,3.42,3.44,3.44,3.42,807391.81,0.02,0.58,3.426,3.435,3.487,875626.78,1031275.84,1724530.25
2016-12-29,3.41,3.44,3.42,3.4,862880.44,0.0,0.0,3.424,3.437,3.49,882115.18,1082008.31,1806010.61
2016-12-28,3.41,3.43,3.42,3.4,765900.69,0.01,0.29,3.43,3.443,3.495,877358.71,1240567.74,1854340.43
2016-12-27,3.43,3.44,3.41,3.41,762047.44,-0.03,-0.87,3.438,3.46,3.5,991248.07,1345647.77,1920158.49
2016-12-26,3.42,3.44,3.44,3.39,1179913.5,0.01,0.29,3.44,3.477,3.507,1189540.39,1520871.18,1997991.64
2016-12-23,3.44,3.45,3.43,3.41,839833.81,-0.02,-0.58,3.444,3.497,3.512,1186924.91,1918985.43,2118873.62
2016-12-22,3.45,3.46,3.45,3.43,839098.12,-0.01,-0.29,3.45,3.513,3.515,1281901.45,2234735.27,2183605.04
2016-12-21,3.42,3.46,3.46,3.41,1335347.5,0.04,1.17,3.456,3.52,3.515,1603776.77,2283914.29,2234011.2
2016-12-20,3.45,3.46,3.42,3.39,1753509.0,-0.04,-1.16,3.482,3.524,3.515,1700047.47,2272922.8,2319344.98
2016-12-19,3.45,3.47,3.46,3.43,1166836.12,0.0,0.0,3.514,3.532,3.515,1852201.97,2285543.87,2365442.71
2016-12-16,3.47,3.48,3.46,3.44,1314716.5,-0.02,-0.57,3.55,3.538,3.513,2651045.95,2417784.66,2426139.74
2016-12-15,3.57,3.58,3.48,3.47,2448474.75,-0.11,-3.06,3.576,3.543,3.509,3187569.1,2530012.91,2398714.55
2016-12-14,3.57,3.64,3.59,3.57,1816701.0,0.01,0.28,3.584,3.547,3.504,2964051.8,2468113.13,2336994.01
2016-12-13,3.62,3.63,3.58,3.54,2514281.5,-0.06,-1.65,3.566,3.54,3.494,2845798.12,2494669.2,2297718.4
2016-12-12,3.6,3.74,3.64,3.58,5161056.0,0.05,1.39,3.55,3.537,3.484,2718885.77,2475112.1,2226001.03
2016-12-09,3.51,3.62,3.59,3.51,3997332.25,0.07,1.99,3.526,3.527,3.472,2184523.37,2318761.8,2069043.54
2016-12-08,3.5,3.52,3.52,3.49,1330888.25,0.02,0.57,3.51,3.516,3.461,1872456.72,2132474.8,1971735.33
2016-12-07,3.5,3.51,3.5,3.49,1225432.62,0.0,0.0,3.51,3.509,3.454,1972174.45,2184108.11,1969603.18
2016-12-06,3.51,3.52,3.5,3.5,1879719.75,-0.01,-0.28,3.514,3.505,3.447,2143540.28,2365767.15,2005791.62
2016-12-05,3.5,3.52,3.52,3.48,2489244.0,0.01,0.28,3.524,3.498,3.442,2231338.43,2445341.55,2017583.35
2016-12-02,3.51,3.52,3.51,3.47,2436999.0,-0.01,-0.28,3.528,3.487,3.434,2453000.23,2434494.83,1950252.14
2016-12-01,3.51,3.54,3.52,3.49,1829476.88,0.01,0.28,3.522,3.474,3.427,2392492.88,2267416.18,1895489.42
2016-11-30,3.55,3.55,3.52,3.5,2082261.75,-0.04,-1.12,3.508,3.461,3.42,2396041.78,2205874.89,1862868.13
2016-11-29,3.54,3.57,3.55,3.51,2318710.5,0.01,0.28,3.496,3.448,3.413,2587994.03,2100767.61,1816729.55
2016-11-28,3.5,3.57,3.54,3.49,3597553.0,0.05,1.43,3.472,3.431,3.405,2659344.68,1976889.96,1743032.46
2016-11-25,3.45,3.49,3.48,3.45,2134462.25,0.03,0.87,3.446,3.416,3.398,2415989.43,1819325.28,1606993.75
2016-11-24,3.45,3.46,3.45,3.44,1847221.38,0.0,0.0,3.426,3.406,3.394,2142339.49,1810995.86,1577453.1
2016-11-23,3.42,3.48,3.46,3.42,3042023.0,0.03,0.88,3.414,3.399,3.391,2015708.01,1755098.24,1543790.38
2016-11-22,3.39,3.43,3.43,3.39,2675463.75,0.02,0.59,3.4,3.389,3.388,1613541.19,1645816.08,1444631.55
2016-11-21,3.37,3.42,3.41,3.37,2380776.75,0.03,0.89,3.39,3.385,3.389,1294435.24,1589825.16,1369027.6
2016-11-18,3.39,3.39,3.38,3.37,766212.56,-0.01,-0.29,3.386,3.38,3.39,1222661.14,1466009.44,1343510.25
2016-11-17,3.38,3.4,3.39,3.37,1214064.0,0.0,0.0,3.386,3.379,3.391,1479652.23,1523562.65,1353324.67
2016-11-16,3.39,3.39,3.39,3.37,1031188.88,0.0,0.0,3.384,3.378,3.39,1494488.48,1519861.38,1321331.34
2016-11-15,3.39,3.4,3.38,3.37,1079934.0,-0.02,-0.59,3.378,3.377,3.39,1678090.98,1532691.5,1298413.94
2016-11-14,3.37,3.4,3.39,3.37,2021906.25,0.01,0.3,3.38,3.378,3.39,1885215.08,1509174.96,1287318.7
2016-11-11,3.37,3.38,3.38,3.36,2051168.0,0.0,0.0,3.374,3.379,3.389,1709357.75,1394662.21,1221502.99
2016-11-10,3.37,3.39,3.38,3.36,1288245.25,0.02,0.59,3.372,3.382,3.389,1567473.07,1343910.35,1143070.14
2016-11-09,3.38,3.39,3.36,3.34,1949201.38,-0.02,-0.59,3.372,3.382,3.389,1545234.27,1332482.52,1107345.87
2016-11-08,3.36,3.4,3.39,3.36,2115554.5,0.03,0.89,3.376,3.387,3.391,1387292.02,1243447.02,1038253.09
2016-11-07,3.36,3.37,3.36,3.35,1142619.62,-0.01,-0.3,3.376,3.392,3.392,1133134.85,1148230.04,971832.4
2016-11-04,3.37,3.38,3.37,3.35,1341744.62,-0.01,-0.3,3.384,3.399,3.393,1079966.67,1221011.06,958645.45
2016-11-03,3.37,3.38,3.38,3.35,1177051.25,0.0,0.0,3.392,3.402,3.394,1120347.62,1183086.69,919462.57
2016-11-02,3.39,3.4,3.38,3.37,1159490.12,-0.02,-0.59,3.392,3.402,3.393,1119730.77,1122801.31,892075.01
2016-11-01,3.38,3.4,3.39,3.38,844768.62,0.0,0.0,3.398,3.402,3.392,1099602.03,1064136.38,866454.43
2016-10-31,3.4,3.4,3.4,3.38,876778.75,-0.01,-0.29,3.408,3.402,3.391,1163325.23,1065462.45,875561.99
2016-10-28,3.39,3.41,3.41,3.38,1543649.38,0.02,0.59,3.414,3.398,3.39,1362055.45,1048343.76,903090.49
2016-10-27,3.41,3.41,3.38,3.37,1173967.0,-0.03,-0.88,3.412,3.395,3.389,1245825.75,942229.93,856625.51
2016-10-26,3.44,3.44,3.41,3.4,1058846.38,-0.03,-0.87,3.412,3.396,3.39,1125871.85,882209.22,839525.92
2016-10-25,3.43,3.45,3.44,3.43,1163384.62,0.01,0.29,3.406,3.394,3.388,1028670.74,833059.16,844052.51
2016-10-24,3.4,3.46,3.43,3.39,1870429.88,0.03,0.88,3.396,3.391,3.383,967599.66,795434.76,817866.23
2016-10-21,3.39,3.4,3.4,3.37,962500.88,0.01,0.29,3.382,3.387,3.379,734632.08,696279.84,788459.86
2016-10-20,3.39,3.4,3.38,3.38,574197.5,0.0,0.0,3.378,3.385,3.376,638634.11,655838.45,815249.16
2016-10-19,3.39,3.41,3.38,3.38,572840.81,-0.01,-0.29,3.38,3.383,3.376,638546.59,661348.71,829949.79
2016-10-18,3.36,3.4,3.39,3.36,858029.25,0.03,0.89,3.382,3.381,3.376,637447.58,668772.48,887419.27
2016-10-17,3.38,3.38,3.36,3.36,705591.94,-0.02,-0.59,3.386,3.38,3.379,623269.85,685661.54,872272.9
2016-10-14,3.38,3.38,3.38,3.36,482511.06,0.0,0.0,3.392,3.381,3.384,657927.6,757837.22,870954.22
2016-10-13,3.39,3.39,3.39,3.37,573759.88,0.0,0.0,3.392,3.382,3.387,673042.79,771021.09,899776.55
2016-10-12,3.4,3.4,3.39,3.38,567345.75,-0.01,-0.29,3.386,3.383,3.391,684150.82,796842.62,928000.3
2016-10-11,3.4,3.41,3.41,3.39,787140.62,0.01,0.29,3.38,3.381,3.395,700097.39,855045.87,965910.51
2016-10-10,3.38,3.4,3.39,3.37,878880.69,0.02,0.59,3.374,3.374,3.398,748053.22,840297.7,982031.2
2016-09-30,3.36,3.38,3.38,3.36,558087.0,0.01,0.3,3.37,3.37,3.402,857746.84,880639.88,989822.91
2016-09-29,3.36,3.37,3.36,3.36,629300.06,0.0,0.0,3.372,3.366,3.407,868999.39,974659.87,1001652.94
2016-09-28,3.38,3.38,3.36,3.35,647078.56,-0.02,-0.59,3.38,3.368,3.411,909534.41,998550.88,1009675.01
2016-09-27,3.37,3.39,3.38,3.35,1026919.81,0.01,0.3,3.382,3.37,3.415,1009994.35,1106066.06,1030270.16
2016-09-26,3.4,3.4,3.37,3.36,1427348.75,-0.03,-0.88,3.374,3.377,3.418,932542.18,1058884.26,1017369.22
2016-09-23,3.39,3.41,3.39,3.38,614349.75,0.0,0.0,3.37,3.386,3.423,903532.93,984071.21,1004366.18
2016-09-22,3.38,3.41,3.4,3.38,831975.19,0.02,0.59,3.36,3.392,3.426,1080320.35,1028532.01,1034394.57
2016-09-21,3.35,3.39,3.37,3.33,1149378.25,0.03,0.9,3.356,3.398,3.429,1087567.34,1059157.98,1115430.91
2016-09-20,3.35,3.35,3.34,3.33,639658.94,-0.01,-0.3,3.358,3.408,3.433,1202137.76,1076775.15,1154406.69
2016-09-19,3.33,3.35,3.35,3.32,1282302.5,0.01,0.3,3.38,3.422,3.437,1185226.34,1123764.7,1164802.57
2016-09-14,3.37,3.38,3.34,3.32,1498286.88,-0.04,-1.18,3.402,3.434,3.441,1064609.5,1099005.93,1194432.32
2016-09-13,3.38,3.4,3.38,3.38,868210.12,0.0,0.0,3.424,3.447,3.446,976743.67,1028646.02,1197627.74
2016-09-12,3.43,3.43,3.38,3.37,1722230.38,-0.06,-1.74,3.44,3.454,3.45,1030748.63,1020799.14,1471622.06
2016-09-09,3.45,3.46,3.45,3.44,555101.81,0.0,0.0,3.458,3.459,3.459,951412.53,954474.26,1525603.1
2016-09-08,3.45,3.46,3.46,3.44,679218.31,0.01,0.29,3.464,3.459,3.462,1062303.06,975854.18,1616986.7
2016-09-07,3.45,3.46,3.45,3.44,1058957.75,-0.01,-0.29,3.466,3.459,3.458,1133402.36,1024661.14,1678529.57
2016-09-06,3.46,3.47,3.46,3.45,1138234.88,0.0,0.0,3.47,3.459,3.454,1080548.36,1040257.13,1661582.12
2016-09-05,3.47,3.48,3.47,3.45,1325549.88,0.0,0.0,3.468,3.459,3.449,1010849.65,1171703.84,1646066.12
2016-09-02,3.47,3.48,3.48,3.45,1109554.5,0.0,0.0,3.46,3.457,3.443,957536.0,1232038.23,1611513.72
2016-09-01,3.48,3.49,3.47,3.47,1034714.81,0.0,0.0,3.454,3.452,3.435,889405.29,1205840.44,1589673.01
2016-08-31,3.45,3.48,3.47,3.45,794687.75,0.02,0.58,3.452,3.448,3.428,915919.92,1289858.71,1579621.16
2016-08-30,3.43,3.45,3.45,3.43,789741.31,0.02,0.58,3.448,3.445,3.422,999965.9,1366609.46,1580930.95
2016-08-29,3.45,3.45,3.43,3.41,1058981.62,-0.02,-0.58,3.45,3.446,3.417,1332558.04,1922444.97,1571348.7
2016-08-26,3.45,3.46,3.45,3.44,768900.94,-0.01,-0.29,3.454,3.459,3.413,1506540.46,2096731.94,1571658.52
2016-08-25,3.45,3.46,3.46,3.43,1167288.0,0.0,0.0,3.45,3.464,3.407,1522275.59,2258119.22,1565843.55
2016-08-24,3.46,3.47,3.45,3.43,1214917.62,-0.01,-0.29,3.444,3.457,3.4,1663797.49,2332397.99,1547160.93
2016-08-23,3.44,3.49,3.46,3.43,2452702.0,0.01,0.29,3.442,3.448,3.395,1733253.01,2282907.11,1560769.81
2016-08-22,3.42,3.46,3.45,3.41,1928893.75,0.02,0.58,3.442,3.438,3.39,2512331.91,2120428.41,1483947.53
2016-08-19,3.42,3.43,3.43,3.41,847576.56,0.01,0.29,3.464,3.428,3.384,2686923.41,1990989.2,1425147.57
2016-08-18,3.43,3.45,3.43,3.41,1874897.5,-0.01,-0.29,3.478,3.418,3.378,2993962.85,1973505.59,1441979.88
2016-08-17,3.43,3.45,3.44,3.41,1562195.25,-0.01,-0.29,3.47,3.408,3.371,3000998.5,1869383.61,1392424.97
2016-08-16,3.56,3.57,3.46,3.41,6348096.5,-0.1,-2.81,3.454,3.398,3.364,2832561.2,1795252.45,1350706.12
2016-08-15,3.5,3.6,3.56,3.49,2801851.25,0.06,1.71,3.434,3.387,3.357,1728524.9,1220252.43,1084514.2
2016-08-12,3.39,3.51,3.5,3.38,2382773.75,0.1,2.94,3.392,3.366,3.346,1295054.99,1046585.1,1021035.4
2016-08-11,3.35,3.41,3.39,3.35,1910075.75,0.04,1.19,3.358,3.349,3.337,953048.33,873567.88,944736.66
2016-08-10,3.35,3.36,3.36,3.35,720008.75,0.0,0.0,3.346,3.343,3.333,737768.73,761923.86,909896.35
2016-08-09,3.34,3.36,3.36,3.33,827915.0,0.02,0.6,3.342,3.341,3.332,757943.7,838632.51,977953.37
2016-08-08,3.33,3.35,3.35,3.32,634501.69,0.02,0.6,3.34,3.341,3.329,711979.95,847466.66,1029414.52
2016-08-05,3.32,3.34,3.33,3.31,672740.44,0.01,0.3,3.34,3.339,3.327,798115.21,859305.94,1050199.41
2016-08-04,3.33,3.34,3.33,3.31,833677.75,-0.01,-0.3,3.34,3.337,3.327,794087.42,910454.18,1071169.35
2016-08-03,3.35,3.36,3.34,3.33,820883.62,-0.02,-0.59,3.34,3.333,3.327,786079.0,915466.32,1085139.44
2016-08-02,3.35,3.36,3.35,3.34,598096.25,0.0,0.0,3.34,3.329,3.326,919321.32,906159.79,1101655.43
2016-08-01,3.33,3.36,3.35,3.33,1065178.0,0.01,0.3,3.342,3.326,3.325,982953.36,948775.97,1135226.05
2016-07-29,3.33,3.34,3.33,3.32,652601.5,0.0,0.0,3.338,3.326,3.323,920496.66,995485.71,1140229.48
2016-07-28,3.33,3.34,3.33,3.31,793635.62,-0.01,-0.3,3.334,3.325,3.322,1026820.94,1015905.45,1177739.32
2016-07-27,3.35,3.37,3.34,3.3,1487095.25,-0.02,-0.59,3.326,3.323,3.322,1044853.64,1057868.83,1209747.96
2016-07-26,3.32,3.36,3.36,3.32,916256.44,0.03,0.9,3.318,3.322,3.32,892998.26,1117274.22,1184534.57
2016-07-25,3.3,3.33,3.33,3.3,752894.5,0.03,0.91,3.31,3.316,3.316,914598.58,1211362.39,1211362.39
2016-07-22,3.3,3.31,3.31,3.29,1184222.88,0.01,0.3,3.314,3.314,3.314,1070474.75,1262303.26,1262303.26
2016-07-21,3.3,3.31,3.29,3.29,883799.12,-0.01,-0.3,3.316,3.315,3.315,1004989.95,1272063.31,1272063.31
2016-07-20,3.32,3.32,3.3,3.29,727818.38,-0.02,-0.6,3.32,3.319,3.319,1070884.03,1327529.63,1327529.63
2016-07-19,3.34,3.35,3.32,3.31,1024258.0,-0.02,-0.6,3.326,3.322,3.322,1341550.18,1427481.5,1427481.5
2016-07-18,3.32,3.35,3.35,3.32,1532275.38,0.02,0.6,3.322,3.322,3.322,1508126.2,1508126.2,1508126.2
2016-07-15,3.32,3.34,3.32,3.31,856798.88,0.0,0.0,3.315,3.315,3.315,1502088.91,1502088.91,1502088.91
2016-07-14,3.33,3.33,3.31,3.3,1213269.5,-0.03,-0.9,3.313,3.313,3.313,1717185.58,1717185.58,1717185.58
2016-07-13,3.3,3.35,3.33,3.29,2081149.12,0.03,0.91,3.315,3.315,3.315,1969143.62,1969143.62,1969143.62
2016-07-12,3.25,3.31,3.3,3.24,1857138.12,0.05,1.54,3.3,3.3,3.3,1857138.12,1857138.12,1857138.12
